	 ###ORAR 5CM-AAC ####
	 Semestrul I    Anul universitar 2014 – 2015
Facultatea: AUTOMATICA SI CALCULATOARE
Specializarea: CALCULATOARE
ZIUA,ORA,Subgrupa1,Subgrupa2,Optionali
,,Disciplina si sala,Disciplina si sala,Disciplina si sala
LUNI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
MARTI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
MIERCURI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,,SA-VLSI(1) - EF001,,
,17-18,,SA-VLSI(1) - EF001,,
,18-19,"Structuri avansate VLSI (c), Prof. A. PETRESCU (EF001)"
,19-20,"Structuri avansate VLSI (c), Prof. A. PETRESCU (EF001)"
,20-21,SA-VLSI(1) - EF001,,SA-VLSI(1) - EF001,
,21-22,SA-VLSI(1) - EF001,,SA-VLSI(1) - EF001,
JOI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,"Circuite inteligente bazate pe logica fuzzy (c), Conf. D. POPESCU (EF001)"
,17-18,"Circuite inteligente bazate pe logica fuzzy (c), Conf. D. POPESCU (EF001)"
,18-19,CIBLF(1) - EF001,CIBLF(1) - EF001,CIBLF(1) - EF001,
,19-20,CIBLF(1) - EF001,CIBLF(1) - EF001,CIBLF(1) - EF001,
,20-21,
,21-22,
VINERI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
E
